month,department_id,account_id,actual,budget,forecast,account_name,account_category,statement_line,favorable_direction,is_revenue,is_cogs,is_opex,is_expense,oi_sign,var_ab_amount,oi_impact_ab,favorable_ab,var_ab_pct,ab_pct_meaningful,var_af_amount,oi_impact_af,favorable_af,var_af_pct,actual_mom_amount,actual_mom_pct,fiscal_year,month_number,actual_ytd,budget_ytd,var_ab_ytd_amount,oi_impact_ytd,group_total_oi_impact_ab,contribution_to_oi_co,materiality_rank_co,contribution_to_oi_ab,materiality_rank
2025-03-01,CORP,REV_SUB,2290715.32,2331419.44,2314638.96,Subscription Revenue,Subscription,Revenue,higher,1,0,0,0,1,-40704.12,-40704.12,False,-0.01746,True,-23923.64,-23923.64,0.0,-0.01034,28711.89,0.01269,2025,3,6782129.89,6868695.61,-86565.72,-86565.72,-90247.27,0.18636,3,0.45103,2
2025-04-01,CORP,REV_SUB,2314136.23,2362860.07,2341483.81,Subscription Revenue,Subscription,Revenue,higher,1,0,0,0,1,-48723.84,-48723.84,False,-0.02062,True,-27347.58,-27347.58,0.0,-0.01168,23420.91,0.01022,2025,4,9096266.12,9231555.68,-135289.56,-135289.56,-89498.76,0.21898,2,0.54441,1
2025-05-01,CORP,REV_SUB,2331351.06,2388565.25,2362891.89,Subscription Revenue,Subscription,Revenue,higher,1,0,0,0,1,-57214.19,-57214.19,False,-0.02395,True,-31540.83,-31540.83,0.0,-0.01335,17214.83,0.00744,2025,5,11427617.18,11620120.93,-192503.75,-192503.75,-95499.01,0.28804,1,0.59911,1
2025-06-01,CORP,REV_SUB,2347582.1,2412197.96,2382329.64,Subscription Revenue,Subscription,Revenue,higher,1,0,0,0,1,-64615.86,-64615.86,False,-0.02679,True,-34747.54,-34747.54,0.0,-0.01459,16231.04,0.00696,2025,6,13775199.28,14032318.89,-257119.61,-257119.61,-112912.59,0.18927,2,0.57226,1
2025-07-01,CORP,REV_SUB,2354481.92,2431379.3,2396525.0,Subscription Revenue,Subscription,Revenue,higher,1,0,0,0,1,-76897.38,-76897.38,False,-0.03163,True,-42043.08,-42043.08,0.0,-0.01754,6899.82,0.00294,2025,7,16129681.2,16463698.19,-334016.99,-334016.99,-115513.06,0.20476,2,0.6657,1
2025-08-01,CORP,REV_SUB,2375140.38,2463120.76,2423618.47,Subscription Revenue,Subscription,Revenue,higher,1,0,0,0,1,-87980.38,-87980.38,False,-0.03572,True,-48478.09,-48478.09,0.0,-0.02,20658.46,0.00877,2025,8,18504821.58,18926818.95,-421997.37,-421997.37,-135632.81,0.32613,1,0.64867,1
2025-09-01,CORP,REV_SUB,2400773.2,2502958.26,2458364.72,Subscription Revenue,Subscription,Revenue,higher,1,0,0,0,1,-102185.06,-102185.06,False,-0.04083,True,-57591.52,-57591.52,0.0,-0.02343,25632.82,0.01079,2025,9,20905594.78,21429777.21,-524182.43,-524182.43,-142610.66,0.359,1,0.71653,1
2025-10-01,CORP,REV_SUB,2435409.27,2550933.47,2500803.23,Subscription Revenue,Subscription,Revenue,higher,1,0,0,0,1,-115524.2,-115524.2,False,-0.04529,True,-65393.96,-65393.96,0.0,-0.02615,34636.07,0.01443,2025,10,23341004.05,23980710.68,-639706.63,-639706.63,-150846.49,0.38087,1,0.76584,1
2025-11-01,CORP,REV_SUB,2476174.96,2604927.71,2548929.0,Subscription Revenue,Subscription,Revenue,higher,1,0,0,0,1,-128752.75,-128752.75,False,-0.04943,True,-72754.04,-72754.04,0.0,-0.02854,40765.69,0.01674,2025,11,25817179.01,26585638.39,-768459.38,-768459.38,-170587.48,0.40662,1,0.75476,1
2025-12-01,CORP,REV_SUB,2519467.25,2661220.0,2599220.63,Subscription Revenue,Subscription,Revenue,higher,1,0,0,0,1,-141752.75,-141752.75,False,-0.05327,True,-79753.38,-79753.38,0.0,-0.03068,43292.29,0.01748,2025,12,28336646.26,29246858.39,-910212.13,-910212.13,-172554.78,0.42063,1,0.82149,1
2024-01-01,CORP,REV_SVC,125778.42,125638.62,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,139.8,139.8,True,0.00111,True,,,,,,,2024,1,125778.42,125638.62,139.8,139.8,874.02,0.0204,10,0.15995,3
2024-02-01,CORP,REV_SVC,129008.0,128833.26,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,174.74,174.74,True,0.00136,True,,,,,3229.58,0.02568,2024,2,254786.42,254471.88,314.54,314.54,6757.85,-0.06128,11,0.02586,4
2024-03-01,CORP,REV_SVC,131799.09,131500.87,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,298.22,298.22,True,0.00227,True,,,,,2791.09,0.02164,2024,3,386585.51,385972.75,612.76,612.76,3767.94,-0.02587,10,0.07915,4
2024-04-01,CORP,REV_SVC,134006.55,133638.54,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,368.01,368.01,True,0.00275,True,,,,,2207.46,0.01675,2024,4,520592.06,519611.29,980.77,980.77,-5228.8,-0.34657,11,-0.07038,4
2024-05-01,CORP,REV_SVC,135688.11,135387.54,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,300.57,300.57,True,0.00222,True,,,,,1681.56,0.01255,2024,5,656280.17,654998.83,1281.34,1281.34,12176.43,-0.43831,12,0.02468,4
2024-06-01,CORP,REV_SVC,137349.01,136996.16,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,352.85,352.85,True,0.00258,True,,,,,1660.9,0.01224,2024,6,793629.18,791994.99,1634.19,1634.19,6861.04,0.06418,12,0.05143,4
2024-07-01,CORP,REV_SVC,138643.46,138306.86,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,336.6,336.6,True,0.00243,True,,,,,1294.45,0.00942,2024,7,932272.64,930301.85,1970.79,1970.79,642.95,-0.00674,12,0.52352,4
2024-08-01,CORP,REV_SVC,140680.02,140465.59,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,214.43,214.43,True,0.00153,True,,,,,2036.56,0.01469,2024,8,1072952.66,1070767.44,2185.22,2185.22,-3159.94,-0.00539,14,-0.06786,4
2024-09-01,CORP,REV_SVC,143340.33,143173.54,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,166.79,166.79,True,0.00116,True,,,,,2660.31,0.01891,2024,9,1216292.99,1213940.98,2352.01,2352.01,-5366.29,-0.00564,14,-0.03108,4
2024-10-01,CORP,REV_SVC,146707.7,146433.63,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,274.07,274.07,True,0.00187,True,,,,,3367.37,0.02349,2024,10,1363000.69,1360374.61,2626.08,2626.08,1308.26,-0.00741,13,0.20949,4
2024-11-01,CORP,REV_SVC,150165.92,150102.24,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,63.68,63.68,True,0.00042,True,,,,,3458.22,0.02357,2024,11,1513166.61,1510476.85,2689.76,2689.76,-668.4,-0.00125,14,-0.09527,4
2024-12-01,CORP,REV_SVC,153701.89,153927.03,,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-225.14,-225.14,False,-0.00146,True,,,,,3535.97,0.02355,2024,12,1666868.5,1664403.88,2464.62,2464.62,457.8,0.00405,14,-0.49179,4
2025-01-01,CORP,REV_SVC,156058.78,157158.26,156713.11,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-1099.48,-1099.48,False,-0.007,True,-654.33,-654.33,0.0,-0.00418,2356.89,0.01533,2025,1,156058.78,157158.26,-1099.48,-1099.48,-61949.64,0.0071,13,0.01775,3
2025-02-01,CORP,REV_SVC,158340.24,160451.07,159626.89,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-2110.83,-2110.83,False,-0.01316,True,-1286.65,-1286.65,0.0,-0.00806,2281.46,0.01462,2025,2,314399.02,317609.33,-3210.31,-3210.31,-68725.12,0.01259,15,0.03071,4
2025-03-01,CORP,REV_SVC,160350.07,163199.36,162024.73,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-2849.29,-2849.29,False,-0.01746,True,-1674.66,-1674.66,0.0,-0.01034,2009.83,0.01269,2025,3,474749.09,480808.69,-6059.6,-6059.6,-90247.27,0.01304,12,0.03157,4
2025-04-01,CORP,REV_SVC,161989.54,165400.2,163903.87,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-3410.66,-3410.66,False,-0.02062,True,-1914.33,-1914.33,0.0,-0.01168,1639.47,0.01022,2025,4,636738.63,646208.89,-9470.26,-9470.26,-89498.76,0.01533,11,0.03811,3
2025-05-01,CORP,REV_SVC,163194.57,167199.57,165402.43,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-4005.0,-4005.0,False,-0.02395,True,-2207.86,-2207.86,0.0,-0.01335,1205.03,0.00744,2025,5,799933.2,813408.46,-13475.26,-13475.26,-95499.01,0.02016,9,0.04194,3
2025-06-01,CORP,REV_SVC,164330.75,168853.86,166763.07,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-4523.11,-4523.11,False,-0.02679,True,-2432.32,-2432.32,0.0,-0.01459,1136.18,0.00696,2025,6,964263.95,982262.32,-17998.37,-17998.37,-112912.59,0.01325,11,0.04006,3
2025-07-01,CORP,REV_SVC,164813.73,170196.55,167756.75,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-5382.82,-5382.82,False,-0.03163,True,-2943.02,-2943.02,0.0,-0.01754,482.98,0.00294,2025,7,1129077.68,1152458.87,-23381.19,-23381.19,-115513.06,0.01433,10,0.0466,3
2025-08-01,CORP,REV_SVC,166259.83,172418.45,169653.29,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-6158.62,-6158.62,False,-0.03572,True,-3393.46,-3393.46,0.0,-0.02,1446.1,0.00877,2025,8,1295337.51,1324877.32,-29539.81,-29539.81,-135632.81,0.02283,9,0.04541,3
2025-09-01,CORP,REV_SVC,168054.12,175207.08,172085.53,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-7152.96,-7152.96,False,-0.04083,True,-4031.41,-4031.41,0.0,-0.02343,1794.29,0.01079,2025,9,1463391.63,1500084.4,-36692.77,-36692.77,-142610.66,0.02513,8,0.05016,3
2025-10-01,CORP,REV_SVC,170478.65,178565.34,175056.23,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-8086.69,-8086.69,False,-0.04529,True,-4577.58,-4577.58,0.0,-0.02615,2424.53,0.01443,2025,10,1633870.28,1678649.74,-44779.46,-44779.46,-150846.49,0.02666,8,0.05361,3
2025-11-01,CORP,REV_SVC,173332.25,182344.94,178425.03,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-9012.69,-9012.69,False,-0.04943,True,-5092.78,-5092.78,0.0,-0.02854,2853.6,0.01674,2025,11,1807202.53,1860994.68,-53792.15,-53792.15,-170587.48,0.02846,9,0.05283,4
2025-12-01,CORP,REV_SVC,176362.71,186285.4,181945.44,Services Revenue,Services,Revenue,higher,1,0,0,0,1,-9922.69,-9922.69,False,-0.05327,True,-5582.73,-5582.73,0.0,-0.03068,3030.46,0.01748,2025,12,1983565.24,2047280.08,-63714.84,-63714.84,-172554.78,0.02944,9,0.0575,3
2024-01-01,CS,CS_SAL,168262.2,168000.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,262.2,-262.2,False,0.00156,True,,,,,,,2024,1,168262.2,168000.0,262.2,-262.2,-262.2,-0.03827,9,1.0,1
2024-02-01,CS,CS_SAL,168131.16,168000.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,131.16,-131.16,False,0.00078,True,,,,,-131.04,-0.00078,2024,2,336393.36,336000.0,393.36,-393.36,-131.16,0.046,13,1.0,1
2024-03-01,CS,CS_SAL,178318.8,177333.33,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,985.47,-985.47,False,0.00556,True,,,,,10187.64,0.06059,2024,3,514712.16,513333.33,1378.83,-1378.83,-985.47,0.08547,6,1.0,1
2024-04-01,CS,CS_SAL,177235.74,177333.33,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-97.59,97.59,True,-0.00055,True,,,,,-1083.06,-0.00607,2024,4,691947.9,690666.66,1281.24,-1281.24,97.59,-0.0919,15,,1
2024-05-01,CS,CS_SAL,188200.9,186666.67,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,1534.23,-1534.23,False,0.00822,True,,,,,10965.16,0.06187,2024,5,880148.8,877333.33,2815.47,-2815.47,-1534.23,2.23733,9,1.0,1
2024-06-01,CS,CS_SAL,187698.28,186666.67,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,1031.61,-1031.61,False,0.00553,True,,,,,-502.62,-0.00267,2024,6,1067847.08,1064000.0,3847.08,-3847.08,-1031.61,-0.18765,8,1.0,1
2024-07-01,CS,CS_SAL,187353.12,186666.67,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,686.45,-686.45,False,0.00368,True,,,,,-345.16,-0.00184,2024,7,1255200.2,1250666.67,4533.53,-4533.53,-686.45,0.01374,11,1.0,1
2024-08-01,CS,CS_SAL,198326.42,196000.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,2326.42,-2326.42,False,0.01187,True,,,,,10973.3,0.05857,2024,8,1453526.62,1446666.67,6859.95,-6859.95,-2326.42,0.05847,8,1.0,1
2024-09-01,CS,CS_SAL,196838.6,196000.0,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,838.6,-838.6,False,0.00428,True,,,,,-1487.82,-0.0075,2024,9,1650365.22,1642666.67,7698.55,-7698.55,-838.6,0.02834,12,1.0,1
2024-10-01,CS,CS_SAL,206128.89,205333.33,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,795.56,-795.56,False,0.00387,True,,,,,9290.29,0.0472,2024,10,1856494.11,1848000.0,8494.11,-8494.11,-795.56,0.02151,11,1.0,1
2024-11-01,CS,CS_SAL,208217.09,205333.33,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,2883.76,-2883.76,False,0.01404,True,,,,,2088.2,0.01013,2024,11,2064711.2,2053333.33,11377.87,-11377.87,-2883.76,0.05672,6,1.0,1
2024-12-01,CS,CS_SAL,207721.18,205333.33,,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,2387.85,-2387.85,False,0.01163,True,,,,,-495.91,-0.00238,2024,12,2272432.38,2258666.66,13765.72,-13765.72,-2387.85,0.04293,9,1.0,1
2025-01-01,CS,CS_SAL,188418.07,214666.67,196980.0,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-26248.6,26248.6,True,-0.12228,True,-8561.93,8561.93,1.0,-0.04347,-19303.11,-0.09293,2025,1,188418.07,214666.67,-26248.6,26248.6,17541.4,-0.16962,4,1.49638,1
2025-02-01,CS,CS_SAL,189011.17,214666.67,197061.67,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-25655.5,25655.5,True,-0.11951,True,-8050.5,8050.5,1.0,-0.04085,593.1,0.00315,2025,2,377429.24,429333.34,-51904.1,51904.1,16902.7,-0.15306,5,1.51783,1
2025-03-01,CS,CS_SAL,188116.33,214666.67,197143.33,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-26550.34,26550.34,True,-0.12368,True,-9027.0,9027.0,1.0,-0.04579,-894.84,-0.00473,2025,3,565545.57,644000.01,-78454.44,78454.44,17751.94,-0.12156,6,1.49563,1
2025-04-01,CS,CS_SAL,198790.76,224000.0,206616.67,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-25209.24,25209.24,True,-0.11254,True,-7825.91,7825.91,1.0,-0.03788,10674.43,0.05674,2025,4,764336.33,868000.01,-103663.68,103663.68,16365.24,-0.1133,6,1.54041,1
2025-05-01,CS,CS_SAL,199238.9,224000.0,206702.23,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-24761.1,24761.1,True,-0.11054,True,-7463.33,7463.33,1.0,-0.03611,448.14,0.00225,2025,5,963575.23,1092000.01,-128424.78,128424.78,15871.5,-0.12466,6,1.5601,1
2025-06-01,CS,CS_SAL,207145.0,233333.33,216187.22,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-26188.33,26188.33,True,-0.11224,True,-9042.22,9042.22,1.0,-0.04183,7906.1,0.03968,2025,6,1170720.23,1325333.34,-154613.11,154613.11,17253.13,-0.07671,7,1.51789,1
2025-07-01,CS,CS_SAL,208864.26,233333.33,216276.67,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-24469.07,24469.07,True,-0.10487,True,-7412.41,7412.41,1.0,-0.03427,1719.26,0.0083,2025,7,1379584.49,1558666.67,-179082.18,179082.18,15488.27,-0.06516,7,1.57985,1
2025-08-01,CS,CS_SAL,208532.24,233333.33,216366.12,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-24801.09,24801.09,True,-0.10629,True,-7833.88,7833.88,1.0,-0.03621,-332.02,-0.00159,2025,8,1588116.73,1792000.0,-203883.27,203883.27,15774.69,-0.09193,6,1.57221,1
2025-09-01,CS,CS_SAL,218035.67,242666.67,225866.66,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-24631.0,24631.0,True,-0.1015,True,-7830.99,7830.99,1.0,-0.03467,9503.43,0.04557,2025,9,1806152.4,2034666.67,-228514.27,228514.27,15559.0,-0.08653,6,1.58307,1
2025-10-01,CS,CS_SAL,218470.41,242666.67,225960.0,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-24196.26,24196.26,True,-0.09971,True,-7489.59,7489.59,1.0,-0.03315,434.74,0.00199,2025,10,2024622.81,2277333.34,-252710.53,252710.53,15078.66,-0.07977,6,1.60467,1
2025-11-01,CS,CS_SAL,227429.42,252000.0,235472.23,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-24570.58,24570.58,True,-0.0975,True,-8042.81,8042.81,1.0,-0.03416,8959.01,0.04101,2025,11,2252052.23,2529333.34,-277281.11,277281.11,15407.38,-0.0776,6,1.59473,1
2025-12-01,CS,CS_SAL,228833.42,252000.0,235569.44,Salaries,Personnel,Operating Expenses,lower,0,0,1,1,-1,-23166.58,23166.58,True,-0.09193,True,-6736.02,6736.02,1.0,-0.02859,1404.0,0.00617,2025,12,2480885.65,2781333.34,-300447.69,300447.69,13957.78,-0.06874,6,1.65976,1
2024-01-01,CS,CS_SW,20000.0,20000.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,,,2024,1,20000.0,20000.0,0.0,-0.0,-262.2,-0.0,16,0.0,2
2024-02-01,CS,CS_SW,20110.0,20110.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.0055,2024,2,40110.0,40110.0,0.0,-0.0,-131.16,0.0,16,0.0,2
2024-03-01,CS,CS_SW,20220.0,20220.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.00547,2024,3,60330.0,60330.0,0.0,-0.0,-985.47,0.0,16,0.0,2
2024-04-01,CS,CS_SW,20330.0,20330.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.00544,2024,4,80660.0,80660.0,0.0,-0.0,97.59,0.0,16,,2
2024-05-01,CS,CS_SW,20440.0,20440.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.00541,2024,5,101100.0,101100.0,0.0,-0.0,-1534.23,0.0,16,0.0,2
2024-06-01,CS,CS_SW,20550.0,20550.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.00538,2024,6,121650.0,121650.0,0.0,-0.0,-1031.61,-0.0,16,0.0,2
2024-07-01,CS,CS_SW,20660.0,20660.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.00535,2024,7,142310.0,142310.0,0.0,-0.0,-686.45,0.0,17,0.0,2
2024-08-01,CS,CS_SW,20770.0,20770.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.00532,2024,8,163080.0,163080.0,0.0,-0.0,-2326.42,0.0,17,0.0,2
2024-09-01,CS,CS_SW,20880.0,20880.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.0053,2024,9,183960.0,183960.0,0.0,-0.0,-838.6,0.0,17,0.0,2
2024-10-01,CS,CS_SW,20990.0,20990.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.00527,2024,10,204950.0,204950.0,0.0,-0.0,-795.56,0.0,17,0.0,2
2024-11-01,CS,CS_SW,21100.0,21100.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.00524,2024,11,226050.0,226050.0,0.0,-0.0,-2883.76,0.0,17,0.0,2
2024-12-01,CS,CS_SW,21210.0,21210.0,,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,110.0,0.00521,2024,12,247260.0,247260.0,0.0,-0.0,-2387.85,0.0,17,0.0,2
2025-01-01,CS,CS_SW,27716.0,21320.0,23878.4,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6396.0,-6396.0,False,0.3,True,3837.6,-3837.6,0.0,0.16071,6506.0,0.30674,2025,1,27716.0,21320.0,6396.0,-6396.0,17541.4,0.04133,9,-0.36462,2
2025-02-01,CS,CS_SW,27859.0,21430.0,24001.6,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6429.0,-6429.0,False,0.3,True,3857.4,-3857.4,0.0,0.16071,143.0,0.00516,2025,2,55575.0,42750.0,12825.0,-12825.0,16902.7,0.03835,9,-0.38035,2
2025-03-01,CS,CS_SW,28002.0,21540.0,24124.8,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6462.0,-6462.0,False,0.3,True,3877.2,-3877.2,0.0,0.16071,143.0,0.00513,2025,3,83577.0,64290.0,19287.0,-19287.0,17751.94,0.02958,9,-0.36402,2
2025-04-01,CS,CS_SW,28145.0,21650.0,24248.0,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6495.0,-6495.0,False,0.3,True,3897.0,-3897.0,0.0,0.16071,143.0,0.00511,2025,4,111722.0,85940.0,25782.0,-25782.0,16365.24,0.02919,9,-0.39688,2
2025-05-01,CS,CS_SW,28288.0,21760.0,24371.2,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6528.0,-6528.0,False,0.3,True,3916.8,-3916.8,0.0,0.16071,143.0,0.00508,2025,5,140010.0,107700.0,32310.0,-32310.0,15871.5,0.03286,8,-0.4113,2
2025-06-01,CS,CS_SW,28431.0,21870.0,24494.4,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6561.0,-6561.0,False,0.3,True,3936.6,-3936.6,0.0,0.16071,143.0,0.00506,2025,6,168441.0,129570.0,38871.0,-38871.0,17253.13,0.01922,9,-0.38028,2
2025-07-01,CS,CS_SW,28574.0,21980.0,24617.6,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6594.0,-6594.0,False,0.3,True,3956.4,-3956.4,0.0,0.16071,143.0,0.00503,2025,7,197015.0,151550.0,45465.0,-45465.0,15488.27,0.01756,9,-0.42574,2
2025-08-01,CS,CS_SW,28717.0,22090.0,24740.8,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6627.0,-6627.0,False,0.3,True,3976.2,-3976.2,0.0,0.16071,143.0,0.005,2025,8,225732.0,173640.0,52092.0,-52092.0,15774.69,0.02457,8,-0.4201,2
2025-09-01,CS,CS_SW,28860.0,22200.0,24864.0,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6660.0,-6660.0,False,0.3,True,3996.0,-3996.0,0.0,0.16071,143.0,0.00498,2025,9,254592.0,195840.0,58752.0,-58752.0,15559.0,0.0234,9,-0.42805,2
2025-10-01,CS,CS_SW,29003.0,22310.0,24987.2,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6693.0,-6693.0,False,0.3,True,4015.8,-4015.8,0.0,0.16071,143.0,0.00495,2025,10,283595.0,218150.0,65445.0,-65445.0,15078.66,0.02207,9,-0.44387,2
2025-11-01,CS,CS_SW,29146.0,22420.0,25110.4,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6726.0,-6726.0,False,0.3,True,4035.6,-4035.6,0.0,0.16071,143.0,0.00493,2025,11,312741.0,240570.0,72171.0,-72171.0,15407.38,0.02124,11,-0.43654,2
2025-12-01,CS,CS_SW,29289.0,22530.0,25233.6,Customer Success Software,Software,Operating Expenses,lower,0,0,1,1,-1,6759.0,-6759.0,False,0.3,True,4055.4,-4055.4,0.0,0.16071,143.0,0.00491,2025,12,342030.0,263100.0,78930.0,-78930.0,13957.78,0.02006,11,-0.48425,2
2024-01-01,CS,CS_TE,10000.0,10000.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,,,2024,1,10000.0,10000.0,0.0,-0.0,-262.2,-0.0,17,0.0,3
2024-02-01,CS,CS_TE,10060.0,10060.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.006,2024,2,20060.0,20060.0,0.0,-0.0,-131.16,0.0,17,0.0,3
2024-03-01,CS,CS_TE,10120.0,10120.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00596,2024,3,30180.0,30180.0,0.0,-0.0,-985.47,0.0,17,0.0,3
2024-04-01,CS,CS_TE,10180.0,10180.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00593,2024,4,40360.0,40360.0,0.0,-0.0,97.59,0.0,17,,3
2024-05-01,CS,CS_TE,10240.0,10240.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00589,2024,5,50600.0,50600.0,0.0,-0.0,-1534.23,0.0,17,0.0,3
2024-06-01,CS,CS_TE,10300.0,10300.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00586,2024,6,60900.0,60900.0,0.0,-0.0,-1031.61,-0.0,17,0.0,3
2024-07-01,CS,CS_TE,10360.0,10360.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00583,2024,7,71260.0,71260.0,0.0,-0.0,-686.45,0.0,18,0.0,3
2024-08-01,CS,CS_TE,10420.0,10420.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00579,2024,8,81680.0,81680.0,0.0,-0.0,-2326.42,0.0,18,0.0,3
2024-09-01,CS,CS_TE,10480.0,10480.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00576,2024,9,92160.0,92160.0,0.0,-0.0,-838.6,0.0,18,0.0,3
2024-10-01,CS,CS_TE,10540.0,10540.0,,Travel & Entertainment,Travel,Operating Expenses,lower,0,0,1,1,-1,0.0,-0.0,False,0.0,True,,,,,60.0,0.00573,2024,10,102700.0,102700.0,0.0,-0.0,-795.56,0.0,18,0.0,3
